,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
96,GO:BP,GO:0002521,leukocyte differentiation,4.813052340071121e-05,True,"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]",409,95,15,16307,0.15789473684210525,0.03667481662591687,query_1,"['GO:0030097', 'GO:0030154']","['IL4', 'MMP9', 'IL1B', 'VEGFA', 'CASP8', 'SOD1', 'TNF', 'PARP1', 'PRKCZ', 'HLA-DRB1', 'MYB', 'IKZF3', 'HLA-G', 'TBX21', 'LIF']","[['IDA', 'ISS', 'IBA', 'TAS'], ['TAS'], ['IBA'], ['IDA'], ['IMP', 'IBA', 'TAS'], ['NAS'], ['IDA'], ['TAS'], ['ISS'], ['IDA'], ['IMP'], ['ISS'], ['IDA', 'IMP'], ['ISS'], ['IDA', 'TAS']]"
97,GO:BP,GO:0035295,tube development,5.0603337280275753e-05,True,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",616,95,18,16307,0.18947368421052632,0.02922077922077922,query_1,"['GO:0007275', 'GO:0048856']","['CCR3', 'CCL2', 'IL13', 'IL1B', 'VEGFA', 'NPY', 'BBS4', 'CASP8', 'TBXA2R', 'TNF', 'ALOX5', 'HMOX1', 'MYLK', 'PTGS2', 'SDCCAG8', 'HLA-G', 'LIF', 'CALCRL']","[['IMP'], ['TAS'], ['NAS'], ['IDA', 'ISS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS'], ['TAS'], ['ISS'], ['ISS'], ['IGI'], ['IDA', 'IEP'], ['ISS'], ['IDA', 'IGI', 'TAS'], ['IMP'], ['ISS'], ['ISS', 'IBA'], ['IDA'], ['IDA'], ['IDA', 'IBA']]"
98,GO:BP,GO:0051707,response to other organism,5.2857367050833594e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1113,95,24,16307,0.25263157894736843,0.0215633423180593,query_1,"['GO:0043207', 'GO:0044419']","['CCL2', 'IL4', 'MUC7', 'CCL5', 'IL1B', 'CCL11', 'ARG1', 'CD14', 'IRAK3', 'CASP8', 'BCL2', 'GSDMB', 'NOS2', 'TNF', 'PARP1', 'GSTP1', 'HLA-DRB1', 'CXCL14', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21', 'CXCL6', 'CCL15']","[['IDA', 'IEP', 'ISS', 'IBA', 'NAS'], ['IBA'], ['IDA'], ['IDA', 'IEP', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IBA', 'TAS'], ['IMP'], ['IDA', 'IMP', 'ISS', 'IBA'], ['ISS', 'TAS', 'IC'], ['ISS'], ['IDA'], ['IBA'], ['IMP', 'ISS', 'IBA', 'NAS'], ['IDA'], ['IDA', 'IMP'], ['ISS'], ['IMP'], ['IBA'], ['IDA'], ['ISS'], ['IDA', 'IMP'], ['IEP'], ['IDA', 'IBA'], ['IBA']]"
99,GO:BP,GO:0043207,response to external biotic stimulus,5.2857367050833594e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1113,95,24,16307,0.25263157894736843,0.0215633423180593,query_1,"['GO:0009605', 'GO:0009607']","['CCL2', 'IL4', 'MUC7', 'CCL5', 'IL1B', 'CCL11', 'ARG1', 'CD14', 'IRAK3', 'CASP8', 'BCL2', 'GSDMB', 'NOS2', 'TNF', 'PARP1', 'GSTP1', 'HLA-DRB1', 'CXCL14', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21', 'CXCL6', 'CCL15']","[['IDA', 'IEP', 'ISS', 'IBA', 'NAS'], ['IBA'], ['IDA'], ['IDA', 'IEP', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IBA', 'TAS'], ['IMP'], ['IDA', 'IMP', 'ISS', 'IBA'], ['ISS', 'TAS', 'IC'], ['ISS'], ['IDA'], ['IBA'], ['IMP', 'ISS', 'IBA', 'NAS'], ['IDA'], ['IDA', 'IMP'], ['ISS'], ['IMP'], ['IBA'], ['IDA'], ['ISS'], ['IDA', 'IMP'], ['IEP'], ['IDA', 'IBA'], ['IBA']]"
100,GO:BP,GO:2001236,regulation of extrinsic apoptotic signaling pathway,5.845955403435892e-05,True,"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]",111,95,9,16307,0.09473684210526316,0.08108108108108109,query_1,"['GO:0097191', 'GO:2001233']","['IL4', 'IL1B', 'BCL2', 'TNF', 'GSTP1', 'PTEN', 'HMOX1', 'TIMP3', 'ICAM1']","[['IBA'], ['IDA'], ['IGI'], ['IDA', 'IBA'], ['IDA'], ['IMP'], ['IMP'], ['IMP'], ['IDA']]"
101,GO:BP,GO:0080134,regulation of response to stress,6.0394675182793415e-05,True,"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]",1213,95,25,16307,0.2631578947368421,0.020610057708161583,query_1,"['GO:0006950', 'GO:0048583']","['IL4', 'MMP9', 'IL13', 'CCL5', 'IL1B', 'VEGFA', 'ARG1', 'IL33', 'CD14', 'IRAK3', 'CASP8', 'BCL2', 'SOD1', 'PLAU', 'TNF', 'ALOX5', 'PARP1', 'GSTP1', 'PTEN', 'HLA-DRB1', 'EDN1', 'MYLK', 'PTGS2', 'TSLP', 'HLA-G']","[['IGI', 'IBA', 'IC'], ['TAS'], ['IGI'], ['TAS'], ['IGI', 'ISS', 'TAS'], ['IDA'], ['IMP'], ['ISS', 'IBA', 'TAS'], ['ISS', 'IBA'], ['ISS', 'TAS'], ['ISS'], ['TAS'], ['IMP'], ['IBA', 'TAS', 'IC'], ['IDA', 'ISS', 'TAS'], ['IDA', 'IMP', 'ISS'], ['IDA', 'IMP', 'IGI'], ['IDA', 'ISS', 'NAS'], ['IMP'], ['IDA'], ['TAS'], ['IDA'], ['ISS', 'NAS'], ['IMP'], ['IDA', 'IMP']]"
102,GO:BP,GO:0042127,regulation of cell population proliferation,6.0394675182793415e-05,True,"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",1213,95,25,16307,0.2631578947368421,0.020610057708161583,query_1,"['GO:0008283', 'GO:0050794']","['CCL2', 'IL4', 'MMP9', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'ARG1', 'IL33', 'PTGIR', 'BCL2', 'TNF', 'ALOX5', 'DNMT1', 'GSTP1', 'PTEN', 'HLA-DRB1', 'HMOX1', 'EDN1', 'HLA-DPB1', 'IKZF3', 'TSLP', 'HLA-G', 'LIF', 'LIFR']","[['IMP'], ['IGI', 'ISS', 'IBA'], ['IMP'], ['IDA'], ['IDA', 'IGI', 'IBA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA'], ['IDA'], ['ISS'], ['IDA', 'IBA'], ['IMP', 'IGI'], ['IDA', 'IGI'], ['ISS'], ['IMP'], ['ISS'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IMP'], ['IDA', 'IGI'], ['IDA'], ['IMP'], ['ISS'], ['IDA', 'IMP'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IBA']]"
103,WP,WP:WP2865,IL1 and megakaryocytes in obesity,6.168247057402413e-05,True,IL1 and megakaryocytes in obesity,24,86,6,7899,0.06976744186046512,0.25,query_1,['WP:000000'],"['CCR3', 'CCL2', 'MMP9', 'IL1B', 'NLRP3', 'ICAM1']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]"
104,GO:BP,GO:0150077,regulation of neuroinflammatory response,6.341156211493283e-05,True,"""Any process that modulates the frequency, rate or extent of neuroinflammatory response."" [GOC:aruk, GOC:bc, PMID:10981966, PMID:11099416, PMID:18164423]",30,95,6,16307,0.06315789473684211,0.2,query_1,"['GO:0050727', 'GO:0150076']","['IL4', 'MMP9', 'IL1B', 'IL33', 'TNF', 'PTGS2']","[['IC'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['ISS']]"
105,GO:BP,GO:0050865,regulation of cell activation,6.60406624353252e-05,True,"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]",554,95,17,16307,0.17894736842105263,0.030685920577617327,query_1,"['GO:0001775', 'GO:0050794', 'GO:0051239']","['CCL2', 'IL4', 'CCL5', 'IL1B', 'ARG1', 'IL33', 'BCL2', 'SOD1', 'PRKCZ', 'HLA-DRB1', 'MYB', 'HLA-DPB1', 'HAVCR1', 'IKZF3', 'TSLP', 'HLA-G', 'TBX21']","[['ISS'], ['IDA', 'ISS', 'IBA', 'TAS'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'ISS'], ['IMP'], ['NAS'], ['ISS'], ['IDA', 'IMP', 'IBA'], ['IMP'], ['IMP', 'IBA'], ['IBA'], ['ISS'], ['IMP'], ['IDA', 'IMP'], ['ISS']]"
106,GO:BP,GO:0060548,negative regulation of cell death,6.646797721277373e-05,True,"""Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:BHF, GOC:dph, GOC:tb]",703,95,19,16307,0.2,0.02702702702702703,query_1,"['GO:0008219', 'GO:0010941', 'GO:0048523']","['CCL2', 'IL4', 'MMP9', 'IL13', 'CCL5', 'IL1B', 'VEGFA', 'CAT', 'CASP8', 'BCL2', 'SOD1', 'TNF', 'DNMT1', 'GSTP1', 'PRKCZ', 'HMOX1', 'ORMDL3', 'TSLP', 'ICAM1']","[['IDA'], ['IMP', 'ISS', 'IBA'], ['IMP'], ['IMP'], ['IDA'], ['IDA'], ['IDA', 'IMP'], ['IMP'], ['IDA', 'ISS'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS'], ['ISS'], ['IDA', 'IGI'], ['IMP'], ['IDA', 'TAS'], ['TAS'], ['IMP'], ['IMP'], ['IDA'], ['IDA']]"
107,GO:BP,GO:0050900,leukocyte migration,9.454014669441791e-05,True,"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]",308,95,13,16307,0.1368421052631579,0.04220779220779221,query_1,"['GO:0002376', 'GO:0016477']","['CCL2', 'IL4', 'CCL5', 'CCL11', 'VEGFA', 'TNF', 'ALOX5', 'HMOX1', 'PDE4B', 'TBX21', 'ICAM1', 'CXCL6', 'CCL15']","[['IDA', 'ISS', 'IBA'], ['IBA'], ['IDA', 'IBA', 'TAS', 'IC'], ['IDA', 'IBA'], ['IDA', 'IBA', 'TAS'], ['IDA', 'NAS'], ['IMP', 'ISS'], ['TAS'], ['ISS'], ['IDA', 'IBA'], ['IMP', 'IEP'], ['IDA', 'IBA'], ['IBA']]"
108,GO:BP,GO:0009607,response to biotic stimulus,9.58580299098441e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1148,95,24,16307,0.25263157894736843,0.020905923344947737,query_1,['GO:0050896'],"['CCL2', 'IL4', 'MUC7', 'CCL5', 'IL1B', 'CCL11', 'ARG1', 'CD14', 'IRAK3', 'CASP8', 'BCL2', 'GSDMB', 'NOS2', 'TNF', 'PARP1', 'GSTP1', 'HLA-DRB1', 'CXCL14', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21', 'CXCL6', 'CCL15']","[['IDA', 'IEP', 'ISS', 'IBA', 'NAS'], ['IBA'], ['IDA'], ['IDA', 'IEP', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IBA', 'TAS'], ['IMP'], ['IDA', 'IMP', 'ISS', 'IBA'], ['ISS', 'TAS', 'IC'], ['ISS'], ['IDA'], ['IBA'], ['IMP', 'ISS', 'IBA', 'NAS'], ['IDA'], ['IDA', 'IMP'], ['ISS'], ['IDA', 'IMP'], ['IBA'], ['IDA'], ['ISS'], ['IDA', 'IMP'], ['IEP'], ['IDA', 'IBA'], ['IBA']]"
109,GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,9.803354935782479e-05,True,"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]",1243,95,25,16307,0.2631578947368421,0.02011263073209976,query_1,['GO:0008150'],"['CCL2', 'IL4', 'MUC7', 'CCL5', 'IL1B', 'CCL11', 'ARG1', 'CD14', 'IRAK3', 'CASP8', 'BCL2', 'GSDMB', 'NOS2', 'TNF', 'PARP1', 'GSTP1', 'HLA-DRB1', 'CXCL14', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21', 'ICAM1', 'CXCL6', 'CCL15']","[['IDA', 'IEP', 'ISS', 'IBA', 'NAS'], ['IBA'], ['IDA'], ['IDA', 'IEP', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IBA', 'TAS'], ['IMP'], ['IDA', 'IMP', 'ISS', 'IBA'], ['ISS', 'TAS', 'IC'], ['ISS'], ['IDA'], ['IBA'], ['IMP', 'ISS', 'IBA', 'NAS'], ['IDA'], ['IDA', 'IMP'], ['ISS'], ['IDA', 'IMP'], ['IBA'], ['IDA'], ['ISS'], ['IDA', 'IMP'], ['IEP'], ['IDA'], ['IDA', 'IBA'], ['IBA']]"
110,GO:BP,GO:0010648,negative regulation of cell communication,0.00010120566941546787,True,"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1060,95,23,16307,0.24210526315789474,0.02169811320754717,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048523']","['IL4', 'MMP9', 'CCL5', 'IL1B', 'ARG1', 'PTGIR', 'IRAK3', 'CASP8', 'BCL2', 'IL1RN', 'TNF', 'ADA', 'PPP2CA', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HMOX1', 'PDE4D', 'TIMP3', 'HLA-G', 'ICAM1', 'LIF']","[['IBA'], ['IMP'], ['IDA'], ['IDA', 'ISS'], ['IMP'], ['ISS'], ['IMP', 'ISS', 'IBA', 'IC'], ['IMP'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IGI'], ['IDA', 'IBA'], ['IMP', 'NAS'], ['IDA', 'ISS', 'NAS', 'IC'], ['IMP', 'TAS', 'NAS'], ['IMP'], ['IDA'], ['IMP'], ['IDA', 'IMP', 'IBA'], ['IMP'], ['IDA'], ['IDA'], ['IDA']]"
111,GO:BP,GO:0006809,nitric oxide biosynthetic process,0.0001055050229096497,True,"""The chemical reactions and pathways resulting in the formation of nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:ai]",55,95,7,16307,0.07368421052631578,0.12727272727272726,query_1,"['GO:0044271', 'GO:0046209']","['IL1B', 'ARG2', 'NOS2', 'TNF', 'NQO1', 'EDN1', 'PTGS2']","[['IDA'], ['TAS'], ['IDA', 'IBA'], ['IDA'], ['TAS'], ['TAS'], ['ISS']]"
112,GO:BP,GO:0023057,negative regulation of signaling,0.0001123341447941308,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1066,95,23,16307,0.24210526315789474,0.021575984990619138,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048519']","['IL4', 'MMP9', 'CCL5', 'IL1B', 'ARG1', 'PTGIR', 'IRAK3', 'CASP8', 'BCL2', 'IL1RN', 'TNF', 'ADA', 'PPP2CA', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HMOX1', 'PDE4D', 'TIMP3', 'HLA-G', 'ICAM1', 'LIF']","[['IBA'], ['IMP'], ['IDA'], ['IDA', 'ISS'], ['IMP'], ['ISS'], ['IMP', 'ISS', 'IBA', 'IC'], ['IMP'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IGI'], ['IDA', 'IBA'], ['IMP', 'NAS'], ['IDA', 'ISS', 'NAS', 'IC'], ['IMP', 'TAS', 'NAS'], ['IMP'], ['IDA'], ['IMP'], ['IDA', 'IMP', 'IBA'], ['IMP'], ['IDA'], ['IDA'], ['IDA']]"
113,WP,WP:WP4298,Acute viral myocarditis,0.00011317180182938932,True,Acute viral myocarditis,85,86,9,7899,0.10465116279069768,0.10588235294117647,query_1,['WP:000000'],"['CCR3', 'MMP9', 'TGFB1', 'CASP8', 'BCL2', 'TNF', 'PARP1', 'EDN1', 'NFKB2']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]"
114,GO:BP,GO:0043410,positive regulation of MAPK cascade,0.00011520694936676529,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]",373,95,14,16307,0.14736842105263157,0.03753351206434316,query_1,"['GO:0000165', 'GO:0043408', 'GO:1902533']","['CCL2', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'SOD1', 'TNF', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'EDN1', 'ICAM1', 'LIF', 'CCL15']","[['IBA'], ['IBA'], ['IDA', 'ISS'], ['IBA'], ['IDA'], ['ISS'], ['IDA', 'NAS'], ['IMP'], ['IDA'], ['IDA'], ['IDA'], ['IMP'], ['IDA'], ['IBA']]"
115,GO:BP,GO:0030225,macrophage differentiation,0.0001166305598554968,True,"""The process in which a relatively unspecialized monocyte acquires the specialized features of a macrophage."" [GOC:add, ISBN:0781735149]",33,95,6,16307,0.06315789473684211,0.18181818181818182,query_1,['GO:0002573'],"['MMP9', 'VEGFA', 'CASP8', 'PARP1', 'HLA-DRB1', 'LIF']","[['TAS'], ['IDA'], ['IMP', 'IBA', 'TAS'], ['TAS'], ['IDA'], ['IDA', 'TAS']]"
116,GO:MF,GO:0008009,chemokine activity,0.00012724055919734596,True,"""The function of a family of small chemotactic cytokines; their name is derived from their ability to induce directed chemotaxis in nearby responsive cells. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."" [GOC:BHF, GOC:rl, PMID:12183377, Wikipedia:Chemokine]",48,97,6,17307,0.061855670103092786,0.125,query_1,"['GO:0005125', 'GO:0042379']","['CCL2', 'CCL5', 'CCL11', 'CXCL14', 'CXCL6', 'CCL15']","[['IBA', 'TAS'], ['IDA', 'IBA', 'NAS'], ['IDA', 'IBA'], ['TAS'], ['IDA', 'IBA'], ['IBA', 'TAS']]"
117,GO:BP,GO:2000026,regulation of multicellular organismal development,0.00012756612610241266,True,"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]",984,95,22,16307,0.23157894736842105,0.022357723577235773,query_1,"['GO:0007275', 'GO:0050793', 'GO:0051239']","['CCR3', 'IL4', 'MMP9', 'IL13', 'IL1B', 'CCL11', 'VEGFA', 'CASP8', 'CFTR', 'SOD1', 'TNF', 'ALOX5', 'PTEN', 'PRKCZ', 'HLA-DRB1', 'HMOX1', 'EDN1', 'MYB', 'IKZF3', 'HLA-G', 'TBX21', 'LIF']","[['IMP'], ['IDA', 'ISS', 'IBA'], ['ISS'], ['NAS'], ['IDA', 'IGI', 'ISS', 'TAS'], ['ISS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA'], ['IMP'], ['ISS'], ['NAS'], ['IDA', 'IGI', 'TAS'], ['ISS'], ['ISS'], ['ISS'], ['IDA'], ['IDA', 'TAS'], ['IDA', 'IGI'], ['IMP'], ['ISS'], ['IDA', 'IMP'], ['ISS'], ['IDA']]"
118,GO:MF,GO:0004954,prostanoid receptor activity,0.00014042297526575912,True,"""Combining with a prostanoid, any compound based on or derived from the prostanoate structure, to initiate a change in cell activity."" [ISBN:0198506732]",11,97,4,17307,0.041237113402061855,0.36363636363636365,query_1,['GO:0004953'],"['PTGIR', 'PTGER2', 'TBXA2R', 'PTGDR']","[['IBA'], ['IBA', 'TAS'], ['IBA', 'TAS'], ['IBA', 'NAS']]"
119,GO:BP,GO:0048518,positive regulation of biological process,0.0001404926159387323,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5329,95,57,16307,0.6,0.010696190654907112,query_1,"['GO:0008150', 'GO:0050789']","['CCR3', 'CCL2', 'IL4', 'MMP9', 'IL13', 'CCL5', 'IL1B', 'CCL11', 'IL5', 'VEGFA', 'ARG1', 'IL33', 'CD14', 'ARG2', 'IRAK3', 'NPY', 'BBS4', 'CASP8', 'BCL2', 'CFTR', 'ERCC2', 'SOD1', 'TBXA2R', 'PLAU', 'NOS2', 'TNF', 'ALOX5', 'PPP2CA', 'PARP1', 'DNMT1', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'HMOX1', 'EDN1', 'TENM3', 'PDE4D', 'NFKB2', 'RAD50', 'MYB', 'HLA-DPB1', 'HAVCR1', 'MYLK', 'ORMDL3', 'TIMP3', 'PTGS2', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21', 'ALMS1', 'ICAM1', 'LIF', 'LIFR', 'CCL15']","[['IMP'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IDA', 'IGI', 'ISS', 'IBA'], ['IMP'], ['IGI', 'ISS', 'NAS'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS', 'IC'], ['IDA', 'IBA'], ['IDA', 'ISS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS'], ['IMP'], ['IDA', 'ISS', 'IBA', 'TAS'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IDA'], ['ISS', 'TAS'], ['ISS'], ['ISS'], ['IDA', 'IMP', 'IEP', 'ISS', 'IBA'], ['IDA', 'IMP', 'IGI', 'IC'], ['IDA', 'IMP', 'IGI', 'ISS'], ['IBA'], ['IDA', 'IMP', 'ISS', 'IC'], ['IBA'], ['IDA', 'IC'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS'], ['ISS'], ['IMP'], ['IDA', 'IGI', 'ISS'], ['IMP'], ['ISS'], ['IDA', 'IMP', 'ISS'], ['IMP', 'ISS'], ['IDA', 'IGI', 'ISS', 'TAS'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IGI', 'HMP', 'TAS'], ['IDA', 'IMP', 'IGI', 'TAS'], ['ISS'], ['IMP', 'IC'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'IMP', 'IBA', 'NAS', 'IC'], ['IDA', 'IMP', 'IBA'], ['IBA'], ['IDA'], ['IDA', 'IMP'], ['IMP'], ['ISS', 'NAS'], ['IDA', 'IMP'], ['IMP'], ['IDA', 'IMP'], ['IDA', 'ISS'], ['ISS'], ['IMP'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IBA'], ['IBA']]"
120,GO:BP,GO:0048660,regulation of smooth muscle cell proliferation,0.00014138750205919782,True,"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",87,95,8,16307,0.08421052631578947,0.09195402298850575,query_1,"['GO:0042127', 'GO:0048659']","['MMP9', 'CCL5', 'PTGIR', 'TNF', 'DNMT1', 'PTEN', 'HMOX1', 'EDN1']","[['IMP'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IMP'], ['IMP'], ['IDA'], ['IDA']]"
121,KEGG,KEGG:05140,Leishmaniasis,0.00014139289180356207,True,Leishmaniasis,72,83,8,8091,0.0963855421686747,0.1111111111111111,query_1,['KEGG:00000'],"['IL4', 'IL1B', 'TGFB1', 'NOS2', 'TNF', 'HLA-DRB1', 'HLA-DPB1', 'PTGS2']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
122,GO:MF,GO:0005102,signaling receptor binding,0.00015102812796567158,True,"""Binding to one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:bf, GOC:ceb, ISBN:0198506732]",1359,97,24,17307,0.24742268041237114,0.017660044150110375,query_1,['GO:0005515'],"['CCL2', 'IL4', 'CCL5', 'IL1B', 'CCL11', 'IL5', 'VEGFA', 'IL33', 'NPY', 'BBS1', 'IL1RN', 'TNF', 'HLA-DRB1', 'EDN1', 'PDE4D', 'CXCL14', 'TSLP', 'HLA-G', 'ICAM1', 'ANKRD13C', 'LIF', 'LIFR', 'CXCL6', 'CCL15']","[['ISS', 'IBA', 'TAS'], ['IBA', 'TAS', 'NAS'], ['IDA', 'IPI', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS'], ['IDA', 'IBA'], ['TAS'], ['IDA', 'IPI', 'IMP', 'ISS', 'IBA'], ['IDA', 'IBA'], ['IBA', 'TAS'], ['IPI', 'IBA'], ['IDA', 'IPI', 'IBA', 'TAS'], ['IDA', 'IPI', 'IBA'], ['IDA', 'IPI'], ['IDA', 'IPI', 'IBA'], ['ISS'], ['TAS'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IPI'], ['IDA', 'IPI', 'IBA'], ['IPI', 'IBA'], ['IDA', 'IPI', 'IBA'], ['IPI', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IBA', 'TAS']]"
123,GO:BP,GO:0046209,nitric oxide metabolic process,0.00015412224695980384,True,"""The chemical reactions and pathways involving nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:ai]",58,95,7,16307,0.07368421052631578,0.1206896551724138,query_1,['GO:2001057'],"['IL1B', 'ARG2', 'NOS2', 'TNF', 'NQO1', 'EDN1', 'PTGS2']","[['IDA'], ['TAS'], ['IDA', 'IBA'], ['IDA'], ['TAS'], ['TAS'], ['ISS']]"
124,GO:BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,0.00016419088776581104,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",214,95,11,16307,0.11578947368421053,0.0514018691588785,query_1,"['GO:0007159', 'GO:0022409', 'GO:1903037']","['CCL2', 'IL4', 'CCL5', 'IL1B', 'TNF', 'ALOX5', 'PRKCZ', 'HLA-DRB1', 'MYB', 'HLA-DPB1', 'HLA-G']","[['ISS'], ['IDA', 'ISS', 'IBA'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['ISS'], ['ISS'], ['IDA', 'IBA'], ['IMP'], ['IMP', 'IBA'], ['IMP']]"
